"ㄹ라/ECD","21"
"영원히/MAG","2"
"끝나/VV","17"
"각/NNG","2"
"빼/VV","28"
"엉덩이/NNG","2"
"노래/VV","1"
"오/VV","56"
"가사/NNG","2"
"안적/MAG","1"
"늘/VV","32"
"젓/NNG","1"
"같이/JKM","6"
"담당자/NNG","1"
"똥/NNG","4"
"싸/VV","5"
"찜/NNG","30"
"새로/MAG","22"
"기존/NNG","17"
"한산/NNG","1"
"기/VV","8"
"맨날/MAG","13"
"메뉴/NNG","6"
"사양/NNG","7"
"수시로/MAG","2"
"나요/EFQ","208"
"매번/MAG","10"
"제거/NNG","17"
"했가/UN","1"
"사/NNG","12"
"재설/NNG","20"
"번거/XR","1"
"볼거리/NNG","6"
"핫/NNG","4"
"고/ECS","3"
"괜히/MAG","4"
"못쓰/VV","2"
"최대한/MAG","2"
"개선/NNG","64"
"테두리/NNG","16"
"주시던가/UN","1"
"내내/MAG","4"
"신경/NNG","14"
"쓰이/VV","8"
"제대/NNG","21"
"중간/NNG","32"
"꺼/VV","6"
"다반사/NNG","2"
"꼬라지/NNG","2"
"께/JKM","8"
"지만/ECE","87"
"먹통/NNG","11"
"다른/MDT","136"
"분/NNB","18"
"도/NNG","26"
"말하/VV","7"
"듯이/ECD","2"
"위/NNG","11"
"그림/NNG","4"
"ㅁ니다/EFN","6"
"이점/NNG","2"
"분/NNG","34"
"보고/NNG","19"
"후회/NNG","2"
"적어도/MAG","5"
"주실/NNG","2"
"순/NNG","2"
"는지요/EFQ","2"
"가격/NNG","72"
"인상/NNG","22"
"대비/NNG","4"
"부족/NNG","15"
"다양/NNG","47"
"지역/NNG","7"
"따르/VV","10"
"제한/NNG","11"
"답답/XR","30"
"점/NNM","26"
"생일/NNG","4"
"등록/NNG","14"
"개/NNG","50"
"빡/NNG","21"
"20/NR","48"
"살/NNM","2"
"연말/NNG","1"
"사람/NNG","78"
"기다리/VV","27"
"함/NNG","16"
"융통성/NNG","1"
"발휘/NNG","1"
"월/NNM","37"
"든/ECE","14"
"쳐주/VV","6"
"저번/NNG","8"
"길래/ECD","12"
"더/MAG","138"
"블루투스/NNG","1"
"키보드/NNG","1"
"TV/OL","47"
"검색/NNG","46"
"문제/NNG","123"
"자음/NNG","2"
"인식/NNG","3"
"모음/NNG","1"
"결하/VV","6"
"쓰레기/NNG","25"
"지만/XR","1"
"점/NNG","39"
"마음/NNG","17"
"드/VV","22"
"더하/VV","2"
"외국/NNG","18"
"파/NNG","4"
"친/XPN","1"
"코/NNG","22"
"증/NNG","7"
"요/NNG","23"
"장면/NNG","23"
"전체적/NNG","7"
"원래/NNG","26"
"낮추/VV","4"
"낮/VA","14"
"혼자/MAG","1"
"돈만/NNG","7"
"쳐올리/VV","1"
"아깝/VA","40"
"단/ETD","3"
"점점/MAG","16"
"들/VV","28"
"최고/NNG","40"
"년/NNG","3"
"바끼/VV","6"
"근데/MAG","58"
"베트남/NNG","3"
"같이/MAG","21"
"어이/NNG","18"
"없/VV","11"
"손해/NNG","3"
"이딴/MDT","5"
"속도/NNG","17"
"라고요/EFN","11"
"쿠팡/NNP","3"
"유튜브/NNG","26"
"제어/NNG","6"
"가능/NNG","62"
"던데/ECD","24"
"처럼/JKM","52"
"ㄹ라고/EFQ","11"
"편/NNB","7"
"나요/ECE","14"
"한두/MDN","9"
"주나/UN","1"
"겁/NNG","12"
"구매/NNG","13"
"모드/NNG","29"
"ㄴ다/ECS","34"
"길래/MAG","2"
"시키/XSV","15"
"극/NNG","7"
"혀/XSV","4"
"번역/NNG","31"
"전문/NNG","1"
"번역가/NNG","2"
"플랙스/UN","1"
"더니/ECD","39"
"내/MAG","1"
"만하/VXA","6"
"매/NNG","5"
"때우/VV","2"
"해킹/NNG","13"
"당하/XSV","8"
"마음대로/MAG","5"
"침/NNG","9"
"최선/NNG","2"
"ㄴ가요/ECS","5"
"내/NNG","15"
"한번/NNG","30"
"몰아보기/NNG","1"
"G/OL","8"
"불가능/NNG","13"
"지/NNB","6"
"전원/NNG","7"
"똑같/VA","32"
"이러/VV","87"
"는지/ECS","81"
"알려주/VV","9"
"ㅂ시오/EFN","4"
"이중/NNG","8"
"어렵/VV","2"
"이용자/NNG","11"
"수도/NNG","1"
"에요/EFN","29"
"애청자/NNG","2"
"어느/MDT","22"
"순간/NNG","12"
"마지막/NNG","10"
"화일/NNG","1"
"엔딩/NNG","8"
"크레딧/NNP","6"
"자르/VV","7"
"편의성/NNG","4"
"위하/VV","15"
"과정/NNG","4"
"사진/NNG","5"
"정리/NNG","7"
"설마/MAG","1"
"이나/JX","24"
"재생해/UN","1"
"제작자/NNG","9"
"대하/VV","9"
"예의/NNG","1"
"스킵/NNG","2"
"어야/ECS","6"
"음/IC","12"
"대기업/NNG","2"
"축/NNG","1"
"기업/NNG","6"
"잘못/MAG","6"
"휴대/NNG","1"
"전화/NNG","17"
"비밀/NNG","22"
"까먹/VV","4"
"어/NNG","7"
"날림/NNG","1"
"한/NNG","8"
"비번/NNG","16"
"웃기/VV","5"
"여기/MAG","1"
"눌리/VV","4"
"뜸/NNG","11"
"벌레/NNG","1"
"자료/NNG","1"
"보/NNG","3"
"고프/VA","1"
"막상/MAG","6"
"극락/NNG","1"
"노원구/NNP","1"
"남자/NNG","1"
"던지/ECD","12"
"최적화/NNG","2"
"15/NR","9"
"약간/NNG","4"
"노출/NNG","5"
"통으로/MAG","1"
"편집/NNG","7"
"개연성/NNG","1"
"무너지/VV","1"
"조차/JX","8"
"이정/NNG","2"
"니/NP","11"
"잼/NNG","25"
"오리지널/NNG","14"
"쏟아붓/VV","1"
"말/VXV","25"
"올리/MAG","2"
"셈/NNG","8"
"조금/NNG","16"
"자극적/NNG","2"
"애초/NNG","4"
"키즈/NNG","6"
"애꿎/VA","2"
"퀄/UN","2"
"떨어뜨리/VV","1"
"이해/NNG","21"
"안감/NNG","1"
"앞/NNG","17"
"평생/NNG","2"
"매우/MAG","18"
"정/MDT","3"
"하고/JC","5"
"수두룩/XR","2"
"테스트/NNG","3"
"해/NNG","47"
"넹/UN","2"
"5.8/NR","2"
"나/JX","36"
"개봉/NNG","4"
"정확/NNG","3"
"어야지/EFN","20"
"8/NR","16"
"18/NR","5"
"덜/VV","16"
"22/NR","4"
"이거/NP","86"
"건만/ECE","1"
"이건/NNP","2"
"명백/XR","1"
"사기/NNG","2"
"목록/NNG","33"
"기능/NNG","90"
"잦/VA","3"
"아무리/MAG","10"
"체크/NNG","6"
"해제/NNG","28"
"지질/NNG","3"
"닉네임/NNG","13"
"또한/MAG","4"
"어려움/NNG","2"
"정하/VV","5"
"평소/NNG","2"
"애용/NNG","4"
"개수/NNG","2"
"강제적/NNG","3"
"렷다/EFN","1"
"진/NNG","8"
"했으묜/UN","1"
"힘들/VA","26"
"잘못/NNG","7"
"교모/NNG","1"
"속이/VV","1"
"너희/NP","2"
"멍청/XR","2"
"공지/NNG","9"
"해하/VV","1"
"해면/NNG","1"
"끝/NNG","23"
"엄청/MAG","22"
"저런/MDT","1"
"거꾸로/MAG","1"
"한가지/NNG","4"
"바램/NNG","1"
"라면/ECD","16"
"태국/NNG","7"
"바로/MAG","31"
"먼저/MAG","3"
"동백꽃/NNG","1"
"무렵/NNB","2"
"킹/NNG","9"
"덤/NNG","3"
"미래/NNG","2"
"세계/NNG","4"
"SF/OL","1"
"카테고리/NNG","18"
"왓/UN","2"
"허/VA","1"
"조금/MAG","26"
"가끔/MAG","30"
"회/NNB","7"
"면/NNG","11"
"최강/NNG","1"
"빨갛/VA","9"
"채워지/VV","2"
"고침/NNG","2"
"원활/NNG","2"
"이/NR","16"
"점/NNB","1"
"바라/VV","38"
"빈번히/MAG","1"
"중인/NNG","17"
"두/MDN","20"
"거나/JX","6"
"작품/NNG","46"
"혹은/MAG","4"
"찌/VV","4"
"어떠/VV","2"
"뷰/NNG","11"
"설하/VV","1"
"불가/NNG","14"
"전용/NNG","4"
"내리/VV","10"
"주셈/UN","1"
"회원/NNG","30"
"글씨/NNG","15"
"암/NNG","3"
"작동/NNG","16"
"해보/VV","35"
